,Token_ID,Token,Lemma,POS,POS_TAG,Dependency_Head,Dependency_Label,idx_sent,Negation_cue,next,prev,trigram,trigram_list,prev_bigram,prev_bigram_list,next_bigram,next_bigram_list,HECT,HECA
1977,14,who,who,PRON,WP,16,nsubj,118,O,",",led,", who led","[',', 'who', 'led']",", who","[',', 'who']",who led,"['who', 'led']",0,0
1978,15,led,lead,VERB,VBD,7,relcl,118,O,who,the,who led the,"['who', 'led', 'the']",who led,"['who', 'led']",led the,"['led', 'the']",0,0
1979,16,the,the,DET,DT,18,det,118,O,led,way,led the way,"['led', 'the', 'way']",led the,"['led', 'the']",the way,"['the', 'way']",0,0
1980,17,way,way,NOUN,NN,16,dobj,118,O,the,",","the way ,","['the', 'way', ',']",the way,"['the', 'way']","way ,","['way', ',']",0,0
1981,18,",",",",PUNCT,",",3,punct,118,O,way,my,"way , my","['way', ',', 'my']","way ,","['way', ',']",", my","[',', 'my']",0,0
1982,19,my,my,PRON,PRP$,21,poss,118,O,",",bag,", my bag","[',', 'my', 'bag']",", my","[',', 'my']",my bag,"['my', 'bag']",0,0
1983,20,bag,bag,NOUN,NN,3,npadvmod,118,O,my,in,my bag in,"['my', 'bag', 'in']",my bag,"['my', 'bag']",bag in,"['bag', 'in']",0,0
1984,21,in,in,ADP,IN,21,prep,118,O,bag,his,bag in his,"['bag', 'in', 'his']",bag in,"['bag', 'in']",in his,"['in', 'his']",0,0
1985,22,his,his,PRON,PRP$,24,poss,118,O,in,hand,in his hand,"['in', 'his', 'hand']",in his,"['in', 'his']",his hand,"['his', 'hand']",0,0
1986,23,hand,hand,NOUN,NN,22,pobj,118,O,his,",","his hand ,","['his', 'hand', ',']",his hand,"['his', 'hand']","hand ,","['hand', ',']",0,0
1987,24,",",",",PUNCT,",",21,punct,118,O,hand,to,"hand , to","['hand', ',', 'to']","hand ,","['hand', ',']",", to","[',', 'to']",0,0
1988,25,to,to,ADP,IN,21,prep,118,O,",",my,", to my","[',', 'to', 'my']",", to","[',', 'to']",to my,"['to', 'my']",0,0
1989,26,my,my,PRON,PRP$,28,poss,118,O,to,bedroom,to my bedroom,"['to', 'my', 'bedroom']",to my,"['to', 'my']",my bedroom,"['my', 'bedroom']",0,0
1990,27,bedroom,bedroom,NOUN,NN,26,pobj,118,O,my,.,my bedroom .,"['my', 'bedroom', '.']",my bedroom,"['my', 'bedroom']",bedroom .,"['bedroom', '.']",0,0
1991,28,.,.,PUNCT,.,3,punct,118,O,bedroom,The,bedroom . The,"['bedroom', '.', 'The']",bedroom .,"['bedroom', '.']",. The,"['.', 'The']",0,0
1992,0,The,the,DET,DT,3,det,119,O,.,whole,. The whole,"['.', 'The', 'whole']",. The,"['.', 'The']",The whole,"['The', 'whole']",0,0
1993,1,whole,whole,ADJ,JJ,3,amod,119,O,The,place,The whole place,"['The', 'whole', 'place']",The whole,"['The', 'whole']",whole place,"['whole', 'place']",0,0
1994,2,place,place,NOUN,NN,4,nsubj,119,O,whole,was,whole place was,"['whole', 'place', 'was']",whole place,"['whole', 'place']",place was,"['place', 'was']",0,0
1995,3,was,be,AUX,VBD,0,ROOT,119,O,place,depressing,place was depressing,"['place', 'was', 'depressing']",place was,"['place', 'was']",was depressing,"['was', 'depressing']",0,0
1996,4,depressing,depress,VERB,VBG,4,acomp,119,O,was,.,was depressing .,"['was', 'depressing', '.']",was depressing,"['was', 'depressing']",depressing .,"['depressing', '.']",0,0
1997,5,.,.,PUNCT,.,4,punct,119,O,depressing,Our,depressing . Our,"['depressing', '.', 'Our']",depressing .,"['depressing', '.']",. Our,"['.', 'Our']",0,0
1998,0,Our,our,PRON,PRP$,2,poss,120,O,.,dinner,. Our dinner,"['.', 'Our', 'dinner']",. Our,"['.', 'Our']",Our dinner,"['Our', 'dinner']",0,0
1999,1,dinner,dinner,NOUN,NN,3,nsubj,120,O,Our,was,Our dinner was,"['Our', 'dinner', 'was']",Our dinner,"['Our', 'dinner']",dinner was,"['dinner', 'was']",0,0
2000,2,was,be,AUX,VBD,0,ROOT,120,O,dinner,tete-a-tete,dinner was tete-a-tete,"['dinner', 'was', 'tete-a-tete']",dinner was,"['dinner', 'was']",was tete-a-tete,"['was', 'tete-a-tete']",0,0
2001,3,tete-a-tete,tete-a-tete,NOUN,NN,3,attr,120,O,was,",","was tete-a-tete ,","['was', 'tete-a-tete', ',']",was tete-a-tete,"['was', 'tete-a-tete']","tete-a-tete ,","['tete-a-tete', ',']",0,0
2002,4,",",",",PUNCT,",",3,punct,120,O,tete-a-tete,and,"tete-a-tete , and","['tete-a-tete', ',', 'and']","tete-a-tete ,","['tete-a-tete', ',']",", and","[',', 'and']",0,0
2003,5,and,and,CCONJ,CC,3,cc,120,O,",",though,", and though","[',', 'and', 'though']",", and","[',', 'and']",and though,"['and', 'though']",0,0
2004,6,though,though,SCONJ,IN,10,mark,120,O,and,my,and though my,"['and', 'though', 'my']",and though,"['and', 'though']",though my,"['though', 'my']",0,0
2005,7,my,my,PRON,PRP$,9,poss,120,O,though,host,though my host,"['though', 'my', 'host']",though my,"['though', 'my']",my host,"['my', 'host']",0,0
2006,8,host,host,NOUN,NN,10,nsubj,120,O,my,did,my host did,"['my', 'host', 'did']",my host,"['my', 'host']",host did,"['host', 'did']",0,0
2007,9,did,do,VERB,VBD,19,advcl,120,O,host,his,host did his,"['host', 'did', 'his']",host did,"['host', 'did']",did his,"['did', 'his']",0,0
2008,10,his,his,PRON,PRP$,12,poss,120,O,did,best,did his best,"['did', 'his', 'best']",did his,"['did', 'his']",his best,"['his', 'best']",0,0
2009,11,best,good,ADJ,JJS,10,dobj,120,O,his,to,his best to,"['his', 'best', 'to']",his best,"['his', 'best']",best to,"['best', 'to']",0,0
2010,12,to,to,PART,TO,14,aux,120,O,best,be,best to be,"['best', 'to', 'be']",best to,"['best', 'to']",to be,"['to', 'be']",0,0
2011,13,be,be,AUX,VB,10,xcomp,120,O,to,entertaining,to be entertaining,"['to', 'be', 'entertaining']",to be,"['to', 'be']",be entertaining,"['be', 'entertaining']",0,0
2012,14,entertaining,entertaining,ADJ,JJ,14,acomp,120,O,be,",","be entertaining ,","['be', 'entertaining', ',']",be entertaining,"['be', 'entertaining']","entertaining ,","['entertaining', ',']",0,0
2013,15,",",",",PUNCT,",",19,punct,120,O,entertaining,his,"entertaining , his","['entertaining', ',', 'his']","entertaining ,","['entertaining', ',']",", his","[',', 'his']",0,0
2014,16,his,his,PRON,PRP$,18,poss,120,O,",",thoughts,", his thoughts","[',', 'his', 'thoughts']",", his","[',', 'his']",his thoughts,"['his', 'thoughts']",0,0
2015,17,thoughts,thought,NOUN,NNS,19,nsubj,120,O,his,seemed,his thoughts seemed,"['his', 'thoughts', 'seemed']",his thoughts,"['his', 'thoughts']",thoughts seemed,"['thoughts', 'seemed']",0,0
2016,18,seemed,seem,VERB,VBD,3,conj,120,O,thoughts,to,thoughts seemed to,"['thoughts', 'seemed', 'to']",thoughts seemed,"['thoughts', 'seemed']",seemed to,"['seemed', 'to']",0,0
2017,19,to,to,PART,TO,22,aux,120,O,seemed,continually,seemed to continually,"['seemed', 'to', 'continually']",seemed to,"['seemed', 'to']",to continually,"['to', 'continually']",0,0
2018,20,continually,continually,ADV,RB,22,advmod,120,O,to,wander,to continually wander,"['to', 'continually', 'wander']",to continually,"['to', 'continually']",continually wander,"['continually', 'wander']",0,0
2019,21,wander,wander,VERB,VB,19,xcomp,120,O,continually,",","continually wander ,","['continually', 'wander', ',']",continually wander,"['continually', 'wander']","wander ,","['wander', ',']",0,0
2020,22,",",",",PUNCT,",",19,punct,120,O,wander,and,"wander , and","['wander', ',', 'and']","wander ,","['wander', ',']",", and","[',', 'and']",0,0
2021,23,and,and,CCONJ,CC,19,cc,120,O,",",he,", and he","[',', 'and', 'he']",", and","[',', 'and']",and he,"['and', 'he']",0,0
2022,24,he,he,PRON,PRP,26,nsubj,120,O,and,talked,and he talked,"['and', 'he', 'talked']",and he,"['and', 'he']",he talked,"['he', 'talked']",0,0
2023,25,talked,talk,VERB,VBD,19,conj,120,O,he,so,he talked so,"['he', 'talked', 'so']",he talked,"['he', 'talked']",talked so,"['talked', 'so']",0,0
2024,26,so,so,ADV,RB,28,advmod,120,O,talked,vaguely,talked so vaguely,"['talked', 'so', 'vaguely']",talked so,"['talked', 'so']",so vaguely,"['so', 'vaguely']",0,0
2025,27,vaguely,vaguely,ADV,RB,26,advmod,120,O,so,and,so vaguely and,"['so', 'vaguely', 'and']",so vaguely,"['so', 'vaguely']",vaguely and,"['vaguely', 'and']",0,0
2026,28,and,and,CCONJ,CC,28,cc,120,O,vaguely,wildly,vaguely and wildly,"['vaguely', 'and', 'wildly']",vaguely and,"['vaguely', 'and']",and wildly,"['and', 'wildly']",0,0
2027,29,wildly,wildly,ADV,RB,28,conj,120,O,and,that,and wildly that,"['and', 'wildly', 'that']",and wildly,"['and', 'wildly']",wildly that,"['wildly', 'that']",0,0
2028,30,that,that,SCONJ,IN,35,mark,120,O,wildly,I,wildly that I,"['wildly', 'that', 'I']",wildly that,"['wildly', 'that']",that I,"['that', 'I']",0,0
2029,31,I,I,PRON,PRP,35,nsubj,120,O,that,could,that I could,"['that', 'I', 'could']",that I,"['that', 'I']",I could,"['I', 'could']",0,0
2030,32,could,could,AUX,MD,35,aux,120,O,I,hardly,I could hardly,"['I', 'could', 'hardly']",I could,"['I', 'could']",could hardly,"['could', 'hardly']",0,0
2031,33,hardly,hardly,ADV,RB,35,advmod,120,O,could,understand,could hardly understand,"['could', 'hardly', 'understand']",could hardly,"['could', 'hardly']",hardly understand,"['hardly', 'understand']",0,0
2032,34,understand,understand,VERB,VB,26,ccomp,120,O,hardly,him,hardly understand him,"['hardly', 'understand', 'him']",hardly understand,"['hardly', 'understand']",understand him,"['understand', 'him']",0,0
2033,35,him,he,PRON,PRP,35,dobj,120,O,understand,.,understand him .,"['understand', 'him', '.']",understand him,"['understand', 'him']",him .,"['him', '.']",0,0
2034,36,.,.,PUNCT,.,26,punct,120,O,him,He,him . He,"['him', '.', 'He']",him .,"['him', '.']",. He,"['.', 'He']",0,0
2035,0,He,he,PRON,PRP,3,nsubj,121,O,.,continually,. He continually,"['.', 'He', 'continually']",. He,"['.', 'He']",He continually,"['He', 'continually']",0,0
2036,1,continually,continually,ADV,RB,3,advmod,121,O,He,drummed,He continually drummed,"['He', 'continually', 'drummed']",He continually,"['He', 'continually']",continually drummed,"['continually', 'drummed']",0,0
2037,2,drummed,drum,VERB,VBD,0,ROOT,121,O,continually,his,continually drummed his,"['continually', 'drummed', 'his']",continually drummed,"['continually', 'drummed']",drummed his,"['drummed', 'his']",0,0
2038,3,his,his,PRON,PRP$,5,poss,121,O,drummed,fingers,drummed his fingers,"['drummed', 'his', 'fingers']",drummed his,"['drummed', 'his']",his fingers,"['his', 'fingers']",0,0
2039,4,fingers,finger,NOUN,NNS,3,dobj,121,O,his,on,his fingers on,"['his', 'fingers', 'on']",his fingers,"['his', 'fingers']",fingers on,"['fingers', 'on']",0,0
2040,5,on,on,ADP,IN,3,prep,121,O,fingers,the,fingers on the,"['fingers', 'on', 'the']",fingers on,"['fingers', 'on']",on the,"['on', 'the']",0,0
2041,6,the,the,DET,DT,8,det,121,O,on,table,on the table,"['on', 'the', 'table']",on the,"['on', 'the']",the table,"['the', 'table']",0,0
2042,7,table,table,NOUN,NN,6,pobj,121,O,the,",","the table ,","['the', 'table', ',']",the table,"['the', 'table']","table ,","['table', ',']",0,0
2043,8,",",",",PUNCT,",",3,punct,121,O,table,gnawed,"table , gnawed","['table', ',', 'gnawed']","table ,","['table', ',']",", gnawed","[',', 'gnawed']",0,0
2044,9,gnawed,gnaw,VERB,VBD,3,conj,121,O,",",his,", gnawed his","[',', 'gnawed', 'his']",", gnawed","[',', 'gnawed']",gnawed his,"['gnawed', 'his']",0,0
2045,10,his,his,PRON,PRP$,12,poss,121,O,gnawed,nails,gnawed his nails,"['gnawed', 'his', 'nails']",gnawed his,"['gnawed', 'his']",his nails,"['his', 'nails']",0,0
2046,11,nails,nail,NOUN,NNS,10,dobj,121,O,his,",","his nails ,","['his', 'nails', ',']",his nails,"['his', 'nails']","nails ,","['nails', ',']",0,0
2047,12,",",",",PUNCT,",",10,punct,121,O,nails,and,"nails , and","['nails', ',', 'and']","nails ,","['nails', ',']",", and","[',', 'and']",0,0
2048,13,and,and,CCONJ,CC,10,cc,121,O,",",gave,", and gave","[',', 'and', 'gave']",", and","[',', 'and']",and gave,"['and', 'gave']",0,0
2049,14,gave,give,VERB,VBD,10,conj,121,O,and,other,and gave other,"['and', 'gave', 'other']",and gave,"['and', 'gave']",gave other,"['gave', 'other']",0,0
2050,15,other,other,ADJ,JJ,17,amod,121,O,gave,signs,gave other signs,"['gave', 'other', 'signs']",gave other,"['gave', 'other']",other signs,"['other', 'signs']",0,0
2051,16,signs,sign,NOUN,NNS,15,dobj,121,O,other,of,other signs of,"['other', 'signs', 'of']",other signs,"['other', 'signs']",signs of,"['signs', 'of']",0,0
2052,17,of,of,ADP,IN,17,prep,121,O,signs,nervous,signs of nervous,"['signs', 'of', 'nervous']",signs of,"['signs', 'of']",of nervous,"['of', 'nervous']",0,0
2053,18,nervous,nervous,ADJ,JJ,20,amod,121,O,of,impatience,of nervous impatience,"['of', 'nervous', 'impatience']",of nervous,"['of', 'nervous']",nervous impatience,"['nervous', 'impatience']",0,0
2054,19,impatience,impatience,NOUN,NN,18,pobj,121,B-NEG,nervous,.,nervous impatience .,"['nervous', 'impatience', '.']",nervous impatience,"['nervous', 'impatience']",impatience .,"['impatience', '.']",0,1
2055,20,.,.,PUNCT,.,3,punct,121,O,impatience,The,impatience . The,"['impatience', '.', 'The']",impatience .,"['impatience', '.']",. The,"['.', 'The']",0,0
2056,0,The,the,DET,DT,2,det,122,O,.,dinner,. The dinner,"['.', 'The', 'dinner']",. The,"['.', 'The']",The dinner,"['The', 'dinner']",0,0
2057,1,dinner,dinner,NOUN,NN,7,nsubjpass,122,O,The,itself,The dinner itself,"['The', 'dinner', 'itself']",The dinner,"['The', 'dinner']",dinner itself,"['dinner', 'itself']",0,0
2058,2,itself,itself,PRON,PRP,2,appos,122,O,dinner,was,dinner itself was,"['dinner', 'itself', 'was']",dinner itself,"['dinner', 'itself']",itself was,"['itself', 'was']",0,0
2059,3,was,be,AUX,VBD,7,auxpass,122,O,itself,neither,itself was neither,"['itself', 'was', 'neither']",itself was,"['itself', 'was']",was neither,"['was', 'neither']",0,0
2060,4,neither,neither,CCONJ,CC,7,preconj,122,B-NEG,was,well,was neither well,"['was', 'neither', 'well']",was neither,"['was', 'neither']",neither well,"['neither', 'well']",0,0
2061,5,well,well,ADV,RB,5,advmod,122,O,neither,served,neither well served,"['neither', 'well', 'served']",neither well,"['neither', 'well']",well served,"['well', 'served']",0,0
2062,6,served,serve,VERB,VBN,0,ROOT,122,O,well,nor,well served nor,"['well', 'served', 'nor']",well served,"['well', 'served']",served nor,"['served', 'nor']",0,0
2063,7,nor,nor,CCONJ,CC,7,cc,122,B-NEG,served,well,served nor well,"['served', 'nor', 'well']",served nor,"['served', 'nor']",nor well,"['nor', 'well']",1,0
2064,8,well,well,ADV,RB,10,advmod,122,O,nor,cooked,nor well cooked,"['nor', 'well', 'cooked']",nor well,"['nor', 'well']",well cooked,"['well', 'cooked']",0,0
2065,9,cooked,cook,VERB,VBN,7,conj,122,O,well,",","well cooked ,","['well', 'cooked', ',']",well cooked,"['well', 'cooked']","cooked ,","['cooked', ',']",0,0
2066,10,",",",",PUNCT,",",7,punct,122,O,cooked,and,"cooked , and","['cooked', ',', 'and']","cooked ,","['cooked', ',']",", and","[',', 'and']",0,0
2067,11,and,and,CCONJ,CC,7,cc,122,O,",",the,", and the","[',', 'and', 'the']",", and","[',', 'and']",and the,"['and', 'the']",0,0
2068,12,the,the,DET,DT,15,det,122,O,and,gloomy,and the gloomy,"['and', 'the', 'gloomy']",and the,"['and', 'the']",the gloomy,"['the', 'gloomy']",0,0
2069,13,gloomy,gloomy,ADJ,JJ,15,amod,122,O,the,presence,the gloomy presence,"['the', 'gloomy', 'presence']",the gloomy,"['the', 'gloomy']",gloomy presence,"['gloomy', 'presence']",0,0
2070,14,presence,presence,NOUN,NN,22,nsubj,122,O,gloomy,of,gloomy presence of,"['gloomy', 'presence', 'of']",gloomy presence,"['gloomy', 'presence']",presence of,"['presence', 'of']",0,0
2071,15,of,of,ADP,IN,15,prep,122,O,presence,the,presence of the,"['presence', 'of', 'the']",presence of,"['presence', 'of']",of the,"['of', 'the']",0,0
2072,16,the,the,DET,DT,19,det,122,O,of,taciturn,of the taciturn,"['of', 'the', 'taciturn']",of the,"['of', 'the']",the taciturn,"['the', 'taciturn']",0,0
2073,17,taciturn,taciturn,ADJ,JJ,19,amod,122,O,the,servant,the taciturn servant,"['the', 'taciturn', 'servant']",the taciturn,"['the', 'taciturn']",taciturn servant,"['taciturn', 'servant']",0,0
2074,18,servant,servant,NOUN,NN,16,pobj,122,O,taciturn,did,taciturn servant did,"['taciturn', 'servant', 'did']",taciturn servant,"['taciturn', 'servant']",servant did,"['servant', 'did']",0,0
2075,19,did,do,AUX,VBD,22,aux,122,O,servant,not,servant did not,"['servant', 'did', 'not']",servant did,"['servant', 'did']",did not,"['did', 'not']",0,0
2076,20,not,not,PART,RB,22,neg,122,B-NEG,did,help,did not help,"['did', 'not', 'help']",did not,"['did', 'not']",not help,"['not', 'help']",1,0
2077,21,help,help,VERB,VB,7,conj,122,O,not,to,not help to,"['not', 'help', 'to']",not help,"['not', 'help']",help to,"['help', 'to']",0,0
2078,22,to,to,PART,TO,24,aux,122,O,help,enliven,help to enliven,"['help', 'to', 'enliven']",help to,"['help', 'to']",to enliven,"['to', 'enliven']",0,0
2079,23,enliven,enliven,VERB,VB,22,xcomp,122,O,to,us,to enliven us,"['to', 'enliven', 'us']",to enliven,"['to', 'enliven']",enliven us,"['enliven', 'us']",0,0
2080,24,us,we,PRON,PRP,24,dobj,122,O,enliven,.,enliven us .,"['enliven', 'us', '.']",enliven us,"['enliven', 'us']",us .,"['us', '.']",0,0
2081,25,.,.,PUNCT,.,22,punct,122,O,us,I,us . I,"['us', '.', 'I']",us .,"['us', '.']",. I,"['.', 'I']",0,0
2082,0,I,I,PRON,PRP,3,nsubj,123,O,.,can,. I can,"['.', 'I', 'can']",. I,"['.', 'I']",I can,"['I', 'can']",0,0
2083,1,can,can,AUX,MD,3,aux,123,O,I,assure,I can assure,"['I', 'can', 'assure']",I can,"['I', 'can']",can assure,"['can', 'assure']",0,0
2084,2,assure,assure,VERB,VB,0,ROOT,123,O,can,you,can assure you,"['can', 'assure', 'you']",can assure,"['can', 'assure']",assure you,"['assure', 'you']",0,0
2085,3,you,you,PRON,PRP,3,dobj,123,O,assure,that,assure you that,"['assure', 'you', 'that']",assure you,"['assure', 'you']",you that,"['you', 'that']",0,0
2086,4,that,that,SCONJ,IN,15,mark,123,O,you,many,you that many,"['you', 'that', 'many']",you that,"['you', 'that']",that many,"['that', 'many']",0,0
2087,5,many,many,ADJ,JJ,7,amod,123,O,that,times,that many times,"['that', 'many', 'times']",that many,"['that', 'many']",many times,"['many', 'times']",0,0
2088,6,times,time,NOUN,NNS,15,npadvmod,123,O,many,in,many times in,"['many', 'times', 'in']",many times,"['many', 'times']",times in,"['times', 'in']",0,0
2089,7,in,in,ADP,IN,7,prep,123,O,times,the,times in the,"['times', 'in', 'the']",times in,"['times', 'in']",in the,"['in', 'the']",0,0
2090,8,the,the,DET,DT,10,det,123,O,in,course,in the course,"['in', 'the', 'course']",in the,"['in', 'the']",the course,"['the', 'course']",0,0
2091,9,course,course,NOUN,NN,8,pobj,123,O,the,of,the course of,"['the', 'course', 'of']",the course,"['the', 'course']",course of,"['course', 'of']",0,0
2092,10,of,of,ADP,IN,10,prep,123,O,course,the,course of the,"['course', 'of', 'the']",course of,"['course', 'of']",of the,"['of', 'the']",0,0
2093,11,the,the,DET,DT,13,det,123,O,of,evening,of the evening,"['of', 'the', 'evening']",of the,"['of', 'the']",the evening,"['the', 'evening']",0,0
2094,12,evening,evening,NOUN,NN,11,pobj,123,O,the,I,the evening I,"['the', 'evening', 'I']",the evening,"['the', 'evening']",evening I,"['evening', 'I']",0,0
2095,13,I,I,PRON,PRP,15,nsubj,123,O,evening,wished,evening I wished,"['evening', 'I', 'wished']",evening I,"['evening', 'I']",I wished,"['I', 'wished']",0,0
2096,14,wished,wish,VERB,VBD,3,ccomp,123,O,I,that,I wished that,"['I', 'wished', 'that']",I wished,"['I', 'wished']",wished that,"['wished', 'that']",0,0
2097,15,that,that,SCONJ,IN,19,mark,123,O,wished,I,wished that I,"['wished', 'that', 'I']",wished that,"['wished', 'that']",that I,"['that', 'I']",0,0
2098,16,I,I,PRON,PRP,19,nsubj,123,O,that,could,that I could,"['that', 'I', 'could']",that I,"['that', 'I']",I could,"['I', 'could']",0,0
2099,17,could,could,AUX,MD,19,aux,123,O,I,invent,I could invent,"['I', 'could', 'invent']",I could,"['I', 'could']",could invent,"['could', 'invent']",0,0
2100,18,invent,invent,VERB,VB,15,ccomp,123,O,could,some,could invent some,"['could', 'invent', 'some']",could invent,"['could', 'invent']",invent some,"['invent', 'some']",0,0
2101,19,some,some,DET,DT,21,det,123,O,invent,excuse,invent some excuse,"['invent', 'some', 'excuse']",invent some,"['invent', 'some']",some excuse,"['some', 'excuse']",0,0
2102,20,excuse,excuse,NOUN,NN,19,dobj,123,O,some,which,some excuse which,"['some', 'excuse', 'which']",some excuse,"['some', 'excuse']",excuse which,"['excuse', 'which']",0,0
2103,21,which,which,PRON,WDT,24,nsubj,123,O,excuse,would,excuse which would,"['excuse', 'which', 'would']",excuse which,"['excuse', 'which']",which would,"['which', 'would']",0,0
